id,text,entities,relations,Comments
1655,"This RAT gives a remote attacker complete control over a Windows, Mac OS X, or Linux system through a simple graphical user interface.","[{'id': 46870, 'label': 'SOFTWARE', 'start_offset': 78, 'end_offset': 84}
 {'id': 46868, 'label': 'SOFTWARE', 'start_offset': 57, 'end_offset': 64}
 {'id': 46869, 'label': 'SOFTWARE', 'start_offset': 66, 'end_offset': 74}]",[],[]
1656," To better understand this RAT, our team reverse engineered the communication protocol that NetWire uses.","[{'id': 45090, 'label': 'malware', 'start_offset': 92, 'end_offset': 99}]",[],[]
1657,Today we have released a tool that decrypts NetWire traffic and outputs any commands issued by the attacker.,"[{'id': 4924, 'label': 'malware', 'start_offset': 44, 'end_offset': 51}]",[],[]
1658," NetWire uses a custom, TCP-based protocol.","[{'id': 4926, 'label': 'malware', 'start_offset': 1, 'end_offset': 8}]",[],[]
1659,"The producer of the NetWire WorldWiredLabs, states that the tool uses 256-bit AES encryption, which we found to be accurate.","[{'id': 45091, 'label': 'malware', 'start_offset': 20, 'end_offset': 42}]",[],[]
1660,The tool generates two encryption keys using a static password that the attacker chooses when creating the NetWire binary.,"[{'id': 46871, 'label': 'malware', 'start_offset': 107, 'end_offset': 114}]",[],[]
1661,Each packet has the following structure:  < 4 Byte Little-Endian length > < 1 Byte Command >,[],[],[]
1662,< Data >,[],[],[]
1663," The shortest possible packet is the “HeartBeat” command, which NetWire generates every 10 seconds.","[{'id': 46872, 'label': 'malware', 'start_offset': 64, 'end_offset': 71}]",[],[]
1664, The initial packet from the client to the server shows a data and command length of 65 bytes (0x41 listed at the beginning of the packet) with a command byte of 0x03.  Within that data is a 32-byte seed value followed by a 16-byte initialization vector (IV) value.,[],[],[]
1665,The client then combines the 32-byte seed value with the static password in a predetermined fashion to form an AES key.,[],[],[]
1666,"Upon receiving the initial packet, the server uses the seed value and password to generate the client’s session key.",[],[],[]
1667,It then generates its own 32-byte seed value to create it’s own session key and sends the seed value to the client.,[],[],[]
1668,The client combines this with the password and generates the same key.,[],[],[]
1669,"At this point, the key exchange is complete and both client and server hold the same two keys, which they can use to encrypt and decrypt traffic.",[],[],[]
1670," With the two keys in place, the malware uses the AES algorithm to encrypt traffic using Output Feedback (OFB) mode (Picture courtesy of Wikipedia).  The output of the block cipher encryption is eXclusive OR’ed (XOR’d) with 16 bytes of ciphertext to decrypt.  Each subsequent block of ciphertext will use the previous encrypted data as the IV passed into the block cipher encryption function.",[],[],[]
1671,"The malware has a full suite of possible commands, 76 to be exact.",[],[],[]
1672,"Upon receipt of a command from the server, a single function is called to decrypt the payload data and execute the received instruction.",[],[],[]
1673,The value in the command byte determines which of the commands is run through a 76 way switch statement.,[],[],[]
1674, A complete list of the possible commands available in NetWire was documented by CIRCL in April.  The NetWire decoder uses data from a packet capture file to generate the client and server session keys then decode the remaining encrypted packets.,"[{'id': 45092, 'label': 'malware', 'start_offset': 55, 'end_offset': 62}
 {'id': 45093, 'label': 'malware', 'start_offset': 102, 'end_offset': 109}]",[],[]
1675,"The user needs to know the IP of the infected client, the port used by malware and the encryption password to properly decode the traffic.",[],[],[]
1676,"This password is set to “Password” by default, but can be retrieved from NetWire binaries if the attacker used something more secure.","[{'id': 4975, 'label': 'malware', 'start_offset': 73, 'end_offset': 80}]",[],[]
1677,The usage for the tool is show below.,[],[],[]
1678," At this time the tool works against the latest version of NetWire, 1.5c.","[{'id': 4979, 'label': 'malware', 'start_offset': 59, 'end_offset': 66}]",[],[]
1679,We hope this tool will be valuable to incident responders and others who are plagued by NetWire infections.,"[{'id': 4985, 'label': 'malware', 'start_offset': 88, 'end_offset': 95}]",[],[]
1680," Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!",[],[],[]
1681," Please mark, I'm not a robot!  By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.",[],[],[]
1682,Unit 42 has recently been investigating a new malware family called Reaver.,"[{'id': 46873, 'label': 'identity', 'start_offset': 0, 'end_offset': 7}
 {'id': 46874, 'label': 'malware', 'start_offset': 68, 'end_offset': 74}]",[],[]
1683,"While we have identified it as being active since late 2016, Reaver has been used sparingly, with only a small number of unique samples identified.","[{'id': 45094, 'label': 'malware', 'start_offset': 61, 'end_offset': 67}]",[],[]
1684,"Its targets have been movements the Chinese government consider dangerous, also known as the “Five Poisons.”","[{'id': 46875, 'label': 'identity', 'start_offset': 36, 'end_offset': 54}]",[],[]
1685,"We found that the Reaver malware family has shared command-and-control (C2) infrastructure overlap SunOrcal malware, and that these have been used concurrently since late 2016.","[{'id': 4998, 'label': 'malware', 'start_offset': 18, 'end_offset': 24}
 {'id': 5000, 'label': 'malware', 'start_offset': 99, 'end_offset': 107}
 {'id': 46876, 'label': 'TIME', 'start_offset': 171, 'end_offset': 175}]",[],[]
1686,While investigating Reaver we recently also discovered a new variant of the SunOrcal malware family.,"[{'id': 45095, 'label': 'malware', 'start_offset': 20, 'end_offset': 26}
 {'id': 5004, 'label': 'malware', 'start_offset': 76, 'end_offset': 84}]",[],[]
1687,"While the SunOrcal malware family has been confirmed to have been active since 2013, possibly even earlier, this new variant has been observed targeting regions outside of the typical target radius for this threat group, now expanding to include Vietnam and Myanmar.","[{'id': 5005, 'label': 'malware', 'start_offset': 10, 'end_offset': 18}
 {'id': 46877, 'label': 'TIME', 'start_offset': 79, 'end_offset': 83}
 {'id': 46878, 'label': 'location', 'start_offset': 246, 'end_offset': 253}
 {'id': 46879, 'label': 'location', 'start_offset': 258, 'end_offset': 265}]","[{'id': 244, 'from_id': 5005, 'to_id': 46878, 'type': 'targets'}
 {'id': 246, 'from_id': 5005, 'to_id': 46879, 'type': 'targets'}]",[]
1688, How it Works,[],[],[]
1689,Emails were sent to targets containing malicious attachments.,"[{'id': 45097, 'label': 'attack-pattern', 'start_offset': 39, 'end_offset': 60}]",[],[]
1690,"Targeting a Vietnamese speaking audience, one of the malicious documents mentions Donald Trump and the disputed South China Sea area.","[{'id': 46880, 'label': 'location', 'start_offset': 112, 'end_offset': 132}
 {'id': 46881, 'label': 'identity', 'start_offset': 82, 'end_offset': 94}
 {'id': 46882, 'label': 'attack-pattern', 'start_offset': 53, 'end_offset': 72}]",[],[]
1691,This is a classic lure technique – including something the target will find interesting or important causing them to open the file and download the malware on to the victims’ system.,[],[],[]
1692," How to Defend Against it These malware attacks utilize email phishing, and relies on targets opening the malicious email attachment.","[{'id': 45098, 'label': 'attack-pattern', 'start_offset': 106, 'end_offset': 132}
 {'id': 45099, 'label': 'attack-pattern', 'start_offset': 56, 'end_offset': 70}
 {'id': 5021, 'label': 'attack-pattern', 'start_offset': 62, 'end_offset': 70}]",[],[]
1693,Security awareness is critical to avoid falling victim to such an attack.,[],[],[]
1694," General email best practices:  If you are unsure of the legitimacy of the email, contact the sender directly over the phone or by typing a trusted URL directly in your browser or saved bookmark.",[],[],[]
1695,"Additionally, keeping your systems and devices updated with the most current operating system and web browser is a general security best practice, as well as enabling multi-factor authentication to prevent an attacker from abusing credentials should they successfully capture them",[],[],[]
1696," Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!",[],[],[]
1697," Please mark, I'm not a robot!  By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.",[],[],[]
1698,"For a moment, put yourself in the shoes of a cyber criminal.",[],[],[]
1699,"You’ve collected an array of tools (malware), built up your infrastructure (command and control (C2) servers) and you have a process to make money off your hard work.",[],[],[]
1700,You wake up on Monday morning and the domains your carefully built malware uses for command and control are shut down.,[],[],[]
1701,"Some security researcher has taken control of them, completely halting your operation.",[],[],[]
1702,"This would certainly be good news to anyone reading this blog, but for the criminal it’s a big setback and source of frustration.",[],[],[]
1703,These kinds of takedowns are the impetus for some of the most impressive developments in malware technology over the last decade.,[],[],[]
1704," Once attackers have infected a PC through some exploit or social engineering, one of their major challenges is keeping control of that system.",[],[],[]
1705,"Antivirus programs running on the PC are trying eradicate the threat, the command and control domains and IPs are being added to denylist and blocked by networks around the world.",[],[],[]
1706,Many malware authors have taken to building complex mechanisms to ensure that their malware is resistant to these kind of blocks and takedowns.,[],[],[]
1707,"Some of the more innovative mechanisms include:  These mechanisms are often only used when the primary (and simpler) C2 mechanism has been shut down, but their use makes shutting down a botnet much more challenging.",[],[],[]
1708, Last year we highlighted two malware families on this blog: CryptoWall 2.0 and Dyreza/Dyre.,"[{'id': 46883, 'label': 'malware', 'start_offset': 61, 'end_offset': 75}
 {'id': 46884, 'label': 'malware', 'start_offset': 80, 'end_offset': 86}
 {'id': 46885, 'label': 'malware', 'start_offset': 87, 'end_offset': 91}]","[{'id': 247, 'from_id': 46884, 'to_id': 46885, 'type': 'duplicate-of'}]",[]
1709,CryptoWall is one of multiple ransomware families that generated income for the attacker by encrypting files on the infected PC with a private key that is in the control of the attacker.,"[{'id': 5075, 'label': 'malware', 'start_offset': 0, 'end_offset': 10}]",[],[]
1710,The attacker then charges a ransom (normally around $500) to give up the key that will unlock the files.,[],[],[]
1711," In October, CryptoWall 2.0 began using the Tor anonymity network to serve web pages to infected users who wanted their encrypted files back.","[{'id': 5083, 'label': 'tools', 'start_offset': 44, 'end_offset': 47}
 {'id': 46886, 'label': 'TIME', 'start_offset': 4, 'end_offset': 11}
 {'id': 46887, 'label': 'malware', 'start_offset': 13, 'end_offset': 27}]","[{'id': 248, 'from_id': 46887, 'to_id': 5083, 'type': 'uses'}]",[]
1712,In this case a legitimate service (Tor) was being abused by CryptoWall so it could avoid having its C2 servers shut down.,"[{'id': 5086, 'label': 'malware', 'start_offset': 60, 'end_offset': 70}
 {'id': 5085, 'label': 'tools', 'start_offset': 35, 'end_offset': 38}]","[{'id': 249, 'from_id': 5086, 'to_id': 5085, 'type': 'uses'}]",[]
1713,"In the past few weeks we've seen another anonymity network, I2P, being abused by both the latest version of CryptoWall (3.0) and the Dyre banking Trojan.","[{'id': 45100, 'label': 'malware', 'start_offset': 108, 'end_offset': 124}
 {'id': 45101, 'label': 'malware', 'start_offset': 133, 'end_offset': 152}
 {'id': 45102, 'label': 'SOFTWARE', 'start_offset': 60, 'end_offset': 63}
 {'id': 5088, 'label': 'malware', 'start_offset': 108, 'end_offset': 118}]",[],[]
1714," While I2P is far less popular than Tor, it provides similar functionality to the user.","[{'id': 5091, 'label': 'tools', 'start_offset': 36, 'end_offset': 39}
 {'id': 46888, 'label': 'SOFTWARE', 'start_offset': 7, 'end_offset': 10}]",[],[]
1715,I2P is an overlay network on top of the Internet that creates encrypted links between nodes that are running the I2P software.,"[{'id': 46889, 'label': 'SOFTWARE', 'start_offset': 0, 'end_offset': 3}
 {'id': 46890, 'label': 'SOFTWARE', 'start_offset': 113, 'end_offset': 116}]",[],[]
1716,"I2P users can access specific I2P services that are only accessible on I2P, or access Internet resources without exposing their IP address.  In the case of CryptoWall 3.0, the malware is attempting to access multiple .i2p resources only accessible through I2P, also known as “eepSites.”  The CryptoWall 3.0 uses I2P in the same way CryptoWall 2.0 used Tor, to give victims access to a decrypting service to get their files back.","[{'id': 45105, 'label': 'SOFTWARE', 'start_offset': 71, 'end_offset': 74}
 {'id': 45104, 'label': 'SOFTWARE', 'start_offset': 30, 'end_offset': 33}
 {'id': 45106, 'label': 'malware', 'start_offset': 156, 'end_offset': 170}
 {'id': 45107, 'label': 'SOFTWARE', 'start_offset': 256, 'end_offset': 260}
 {'id': 45108, 'label': 'malware', 'start_offset': 292, 'end_offset': 306}
 {'id': 45110, 'label': 'SOFTWARE', 'start_offset': 312, 'end_offset': 315}
 {'id': 45111, 'label': 'malware', 'start_offset': 332, 'end_offset': 346}
 {'id': 45103, 'label': 'SOFTWARE', 'start_offset': 0, 'end_offset': 3}
 {'id': 5104, 'label': 'tools', 'start_offset': 352, 'end_offset': 355}]","[{'id': 250, 'from_id': 45111, 'to_id': 5104, 'type': 'uses'}
 {'id': 252, 'from_id': 45108, 'to_id': 45111, 'type': 'related-to'}
 {'id': 253, 'from_id': 45106, 'to_id': 45107, 'type': 'uses'}
 {'id': 251, 'from_id': 45108, 'to_id': 45110, 'type': 'uses'}]",[]
